                      name                       |                      name                       |                                                                           show_trgm                                                                           |                                                                         show_trgm                                                                         | similarity 
 Crystal City Restaurant: Gentlemen's Club       | Crstal City Restaurant: Gentlemen's Club        | {ant,aur,c#,cit,cit!,clu,clu!,cry,cry!,eme,ent,est,g#,gen,gen!,ity,lem,lub,men,ntl,r#,ran,res,res!,rys,s,sta,tal,tau,tle,ura,yst}                             | {ant,aur,c#,cit,cit!,clu,clu!,crs,crs!,eme,ent,est,g#,gen,gen!,ity,lem,lub,men,ntl,r#,ran,res,res!,rst,s,sta,tal,tau,tle,ura}                             |      0.875
 Crystal Ballroom                                | Crystal Ballrom                                 | {all,b#,bal,bal!,c#,cry,cry!,llr,lro,oom,roo,rys,sta,tal,yst}                                                                                                 | {all,b#,bal,bal!,c#,cry,cry!,llr,lro,rom,rys,sta,tal,yst}                                                                                                 |   0.866667
 C Side Restaurant                               | C Sid Restaujrant                               | {ant,aur,c,est,ide,r#,ran,res,res!,s#,sid,sid!,sta,tau,ura}                                                                                                   | {ant,auj,c,est,jra,r#,ran,res,res!,s#,sid,sid!,sta,tau,ujr}                                                                                               |        0.8
 Cuba Libre Restaurant & Rum Bar                 | Cuba Librd Restauant & Rum Bar                  | {ant,aur,b#,bar,bar!,bre,c#,cub,cub!,est,ibr,l#,lib,lib!,r#,ran,res,res!,rum,rum!,sta,tau,uba,ura}                                                            | {ant,aua,b#,bar,bar!,brd,c#,cub,cub!,est,ibr,l#,lib,lib!,r#,res,res!,rum,rum!,sta,tau,uan,uba}                                                            |   0.833333
 Cuban Revgolutio Restaurant & Bar               | Cuban Revolution Restaurant & Bar               | {ant,aur,b#,ban,bar,bar!,c#,cub,cub!,est,evg,gol,lut,olu,r#,ran,res,res!,rev,rev!,sta,tau,tio,uba,ura,uti,vgo}                                                | {ant,aur,b#,ban,bar,bar!,c#,cub,cub!,est,evo,ion,lut,olu,r#,ran,res,res!,rev,rev!,sta,tau,tio,uba,ura,uti,vol}                                            |   0.888889
 Cuisine                                         | Cuisine                                         | {c#,cui,cui!,ine,isi,sin,uis}                                                                                                                                 | {c#,cui,cui!,ine,isi,sin,uis}                                                                                                                             |          1
 Curry House Cupertino                           | Curry Houe Cupertino                            | {c#,cup,cup!,cur,cur!,ert,h#,hou,hou!,ino,ous,per,rry,rti,tin,upe,urr,use}                                                                                    | {c#,cup,cup!,cur,cur!,ert,h#,hou,hou!,ino,oue,per,rry,rti,tin,upe,urr}                                                                                    |   0.888889
 Cyclone Anaya Midtown                           | Cyclone Anaya Midtown                           | {a#,ana,ana!,aya,c#,clo,cyc,cyc!,dto,idt,lon,m#,mid,mid!,nay,one,own,tow,ycl}                                                                                 | {a#,ana,ana!,aya,c#,clo,cyc,cyc!,dto,idt,lon,m#,mid,mid!,nay,one,own,tow,ycl}                                                                             |          1
 Dakota Jazz Club & Restaurant                   | Dakota Jazz Club & Resturantg                   | {ako,ant,aur,azz,c#,clu,clu!,d#,dak,dak!,est,j#,jaz,jaz!,kot,lub,ota,r#,ran,res,res!,sta,tau,ura}                                                             | {ako,ant,azz,c#,clu,clu!,d#,dak,dak!,est,j#,jaz,jaz!,kot,lub,ntg,ota,r#,ran,res,res!,stu,tur,ura}                                                         |      0.875
 Da Mimmo Itslian Restaurant                     | Da Mimmo Italian Restauranty                    | {ant,aur,da,est,i#,ian,imm,its,its!,lia,m#,mim,mim!,mmo,r#,ran,res,res!,sli,sta,tau,tsl,ura}                                                                  | {ali,ant,aur,da,est,i#,ian,imm,ita,ita!,lia,m#,mim,mim!,mmo,nty,r#,ran,res,res!,sta,tal,tau,ura}                                                          |   0.791667
 Daniel George Restaurant                        | Daniel George Restaurant                        | {ani,ant,aur,d#,dan,dan!,eor,est,g#,geo,geo!,iel,nie,org,r#,ran,res,res!,rge,sta,tau,ura}                                                                     | {ani,ant,aur,d#,dan,dan!,eor,est,g#,geo,geo!,iel,nie,org,r#,ran,res,res!,rge,sta,tau,ura}                                                                 |          1
 Chuy's Restaurant                               | DC Coqt Restaurant                              | {ant,aur,c#,chu,chu!,est,huy,r#,ran,res,res!,s,sta,tau,ura}                                                                                                   | {ant,aur,c#,coq,coq!,dc,est,oqt,r#,ran,res,res!,sta,tau,ura}                                                                                              |   0.733333
 Cibo Restaurant                                 | DC Coqt Restaurant                              | {ant,aur,c#,cib,cib!,est,ibo,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {ant,aur,c#,coq,coq!,dc,est,oqt,r#,ran,res,res!,sta,tau,ura}                                                                                              |   0.733333
 Cole' Restaurant                                | DC Coqt Restaurant                              | {ant,aur,c#,col,col!,est,ole,r#,ran,res,res!,sta,tau,ura}                                                                                                     | {ant,aur,c#,coq,coq!,dc,est,oqt,r#,ran,res,res!,sta,tau,ura}                                                                                              |   0.733333
